old_tapPos,new_tapPos,sTime,eTime,stayTime,TelePower,ElePower,ampereA1,ampereB1,ampereC1,ampereA2,ampereB2,ampereC2,voltageA1,voltageB1,voltageC1,voltageA2,voltageB2,voltageC2,pfA,pfB,pfC,epiA,epiB,epiC,trTemp
3,4,2018-11-12 15:57:08,2018-11-12 15:58:05,57,,3776.0,357.0,354.0,353.0,42986.0,42683.0,42605.0,23293.0,23181.5,23406.0,39.0,35.0,38.0,974.0,980.0,986.0,274.0,431.0,370.0,76.5
4,3,2018-11-12 15:58:06,2018-11-12 17:26:45,5319,,3933.0,383.0,379.0,380.0,47396.0,46923.0,47013.0,22787.0,22753.0,22867.0,40.0,36.0,39.0,974.0,979.0,985.0,258.0,412.0,354.0,72.3
3,2,2018-11-12 17:26:46,2018-11-12 17:27:44,58,,3712.0,357.0,353.0,355.0,42984.0,42537.0,42748.0,23124.0,23106.0,23215.0,38.0,35.0,37.0,973.0,980.0,982.0,239.0,420.0,358.0,70.0
2,3,2018-11-12 17:27:45,2018-11-12 20:08:48,9663,,3927.0,298.0,309.0,328.0,34990.0,36276.0,38480.0,22990.0,22997.0,23154.0,36.0,36.0,37.0,992.0,999.0,980.0,416.0,511.0,416.0,62.6
3,4,2018-11-12 20:08:49,2018-11-12 20:21:51,782,,5893.0,322.0,317.0,339.0,38801.5,38212.0,40940.0,22991.5,22893.0,23064.0,40.0,40.0,42.0,997.0,978.0,991.0,487.0,528.0,506.0,61.6
4,5,2018-11-12 20:21:52,2018-11-12 20:31:55,603,,7273.5,339.0,333.0,333.5,41987.5,41196.0,41367.0,23047.0,22959.0,23112.5,48.0,43.0,47.0,970.0,952.0,950.0,505.0,547.0,525.0,61.6
5,6,2018-11-12 20:31:56,2018-11-12 20:43:01,665,,7818.0,359.0,367.0,382.0,45749.0,46804.0,48627.0,22912.0,22838.0,23060.0,47.0,48.0,46.0,960.0,952.0,980.0,511.0,571.0,531.0,61.7
6,7,2018-11-12 20:43:02,2018-11-12 21:01:32,1110,,8054.0,389.0,395.0,413.0,50999.0,51860.0,54181.0,22747.0,22689.0,22893.0,48.0,50.0,48.0,972.0,958.0,983.0,563.0,613.0,551.0,63.3
7,6,2018-11-12 21:01:33,2018-11-12 21:13:28,715,,9200.0,406.0,420.0,392.0,54973.0,56770.0,53065.0,22694.0,22741.5,22861.0,58.0,49.0,50.0,953.0,962.0,918.0,588.0,665.5,565.0,65.2
6,7,2018-11-12 21:13:29,2018-11-12 21:16:31,182,,8936.0,333.0,370.0,312.0,43801.0,48592.0,40969.0,22782.0,22916.0,22987.0,70.0,47.0,52.0,910.0,964.0,783.0,602.0,685.0,584.0,65.2
7,6,2018-11-12 21:16:32,2018-11-12 21:22:59,387,,9683.0,373.0,395.0,340.0,50441.0,53386.0,45977.0,22815.0,22945.0,22965.0,69.0,48.0,56.0,925.0,950.0,807.0,586.0,740.0,607.0,64.2
6,7,2018-11-12 21:23:00,2018-11-12 21:24:04,64,,8825.0,363.0,382.0,337.0,47524.0,50185.0,44249.0,22840.0,22984.0,23036.0,63.0,46.0,51.0,936.0,968.0,859.0,586.0,740.0,607.0,63.6
7,8,2018-11-12 21:24:05,2018-11-12 21:32:13,488,,9394.0,413.0,388.0,365.0,55861.0,52452.0,49354.0,22748.0,22760.0,22791.0,61.0,45.0,59.0,973.0,933.0,873.0,586.0,749.0,607.0,63.1
8,9,2018-11-12 21:32:14,2018-11-12 21:33:37,83,,9501.0,449.0,443.0,450.0,62942.0,61855.0,62894.0,22578.0,22594.0,22708.0,54.0,52.0,53.0,964.0,953.0,962.0,587.0,756.0,605.0,63.1
9,8,2018-11-12 21:33:38,2018-11-12 21:34:19,41,,10343.0,473.0,479.0,472.0,68174.0,69026.0,68043.0,22497.0,22559.0,22648.0,59.0,54.0,54.0,952.0,959.0,950.0,586.0,756.0,605.0,63.1
8,9,2018-11-12 21:34:20,2018-11-12 21:49:37,917,,9848.0,444.0,413.0,429.0,62016.0,57807.0,59810.0,22533.0,22526.0,22624.0,52.0,52.0,58.0,981.0,914.0,940.0,587.0,756.0,619.0,64.7
9,8,2018-11-12 21:49:38,2018-11-12 22:18:24,1726,,9454.0,502.0,468.0,513.0,72250.0,67376.0,73891.0,22335.0,22265.0,22438.0,50.0,51.0,55.0,993.0,946.0,983.0,571.0,573.0,586.0,71.1
8,7,2018-11-12 22:18:25,2018-11-12 22:58:22,2397,,8779.0,465.0,445.0,474.0,64940.0,62161.0,66134.0,22346.0,22325.0,22442.0,49.0,47.0,54.0,996.0,956.0,982.0,644.0,599.0,719.0,72.1
7,6,2018-11-12 22:58:23,2018-11-12 22:58:27,4,,9698.0,455.0,384.0,382.0,63073.0,53228.0,53115.0,22563.5,22510.0,22490.0,55.0,45.0,70.0,994.0,848.0,890.0,643.0,606.0,715.0,71.0
6,7,2018-11-12 22:58:28,2018-11-12 23:00:58,150,,8076.5,399.0,375.0,359.0,52446.5,49119.0,47231.0,22404.0,22409.0,22420.5,52.0,41.0,54.5,986.5,947.0,922.5,643.0,606.0,714.0,70.5
7,8,2018-11-12 23:00:59,2018-11-12 23:01:12,13,,8423.0,418.0,429.0,401.0,56473.0,57855.0,54237.0,22211.0,22285.0,22332.0,54.0,44.0,49.0,973.0,977.0,944.5,643.0,606.0,714.0,69.9
8,9,2018-11-12 23:01:13,2018-11-12 23:01:28,15,,9083.0,448.0,463.0,431.0,62553.0,64632.0,60150.0,22200.0,22286.0,22308.0,57.0,46.0,51.0,970.0,979.0,942.0,643.0,606.0,714.0,69.9
9,8,2018-11-12 23:01:29,2018-11-12 23:03:24,115,,9877.0,471.0,505.0,459.0,67843.0,72784.0,66150.0,22162.0,22288.0,22272.0,62.0,48.0,51.0,959.0,984.0,935.0,643.0,606.0,714.0,69.6
8,7,2018-11-12 23:03:25,2018-11-12 23:03:34,9,,9424.0,391.0,477.0,394.0,54626.0,66482.0,55048.0,22126.0,22378.0,22342.0,71.0,48.0,45.0,919.0,997.0,867.0,623.0,606.0,714.0,69.6
7,6,2018-11-12 23:03:35,2018-11-12 23:03:43,8,,8625.5,368.0,438.0,375.0,49411.0,59160.0,50476.0,22184.5,22392.0,22386.5,67.0,45.0,45.0,931.0,996.0,886.0,623.0,606.0,714.0,69.6
6,7,2018-11-12 23:03:44,2018-11-12 23:05:17,93,,7710.0,385.0,394.0,378.0,50502.0,51768.0,49615.5,22268.0,22304.0,22368.0,52.0,43.0,47.0,977.0,976.0,952.0,623.0,606.0,714.0,69.6
7,8,2018-11-12 23:05:18,2018-11-12 23:07:16,118,,8238.0,439.0,409.0,423.0,59333.0,55309.5,57302.5,22302.0,22242.5,22340.0,48.0,44.0,54.0,996.0,951.0,966.0,623.0,606.0,714.0,69.4
8,9,2018-11-12 23:07:17,2018-11-12 23:16:36,559,,8935.5,462.0,413.0,454.0,64392.5,57707.5,63307.0,22099.0,22017.0,22173.0,47.0,48.0,58.0,996.0,909.0,968.5,623.0,606.0,732.0,69.4
9,8,2018-11-12 23:16:37,2018-11-12 23:23:52,435,,9646.0,481.0,427.0,487.0,69268.0,61525.0,70108.0,22006.0,21867.0,22035.0,48.0,52.0,61.0,991.0,884.0,969.0,623.0,606.0,732.0,71.0
8,9,2018-11-12 23:23:53,2018-11-12 23:36:19,746,,9326.0,439.0,406.0,443.0,61254.0,56646.0,61924.0,22160.0,22083.0,22247.5,49.0,52.0,58.0,977.0,890.0,958.0,623.0,606.0,769.0,71.1
9,8,2018-11-12 23:36:20,2018-11-12 23:38:59,159,,10775.0,460.0,433.0,422.0,66440.0,62298.0,60905.0,22239.0,22228.0,22260.0,60.0,50.0,66.0,959.0,870.0,882.0,620.0,622.0,736.0,70.5
8,7,2018-11-12 23:39:00,2018-11-12 23:56:52,1072,,9379.0,468.0,433.0,450.0,65289.0,60470.0,62757.0,22688.0,22601.0,22782.0,51.0,48.0,59.0,987.0,923.0,952.0,600.0,625.0,769.0,69.5
7,6,2018-11-12 23:56:53,2018-11-13 01:15:06,4693,,9632.0,444.0,375.0,383.0,60063.0,50806.0,51837.0,23019.0,22878.0,22937.0,51.0,44.0,69.0,995.0,837.0,910.0,600.0,597.0,792.0,67.3
6,5,2018-11-13 01:15:07,2018-11-13 01:15:28,21,,8922.0,388.0,288.0,354.0,50995.0,38002.0,46459.0,23071.0,22841.0,22986.0,43.0,53.0,73.0,993.5,696.5,936.0,614.0,665.0,821.0,66.8
5,6,2018-11-13 01:15:29,2018-11-13 01:26:55,686,,8188.0,378.0,285.0,319.0,48316.0,36361.0,40614.5,23145.0,22944.5,23040.0,44.0,44.0,71.0,997.0,719.0,914.0,614.0,665.0,821.0,65.7
6,7,2018-11-13 01:26:56,2018-11-13 01:29:32,156,,8676.5,426.0,311.0,308.0,55865.0,40911.5,40481.0,23244.0,23103.0,23078.0,48.0,40.0,80.0,993.0,697.0,889.0,613.0,665.0,821.0,64.35
7,8,2018-11-13 01:29:33,2018-11-13 01:30:54,81,,9244.0,460.0,334.0,323.0,62290.0,45184.0,43693.0,23222.0,23077.0,23011.0,50.0,41.0,85.0,988.0,682.0,886.0,613.0,665.0,821.0,64.2
8,9,2018-11-13 01:30:55,2018-11-13 02:14:58,2643,,6974.0,491.0,481.0,485.0,68519.0,67106.0,67669.0,22518.0,22463.0,22589.0,48.0,43.0,48.0,994.0,995.0,993.0,528.0,648.0,613.0,68.9
9,10,2018-11-13 02:14:59,2018-11-13 02:17:12,133,,8280.0,510.0,492.0,523.0,73434.0,70896.0,75429.0,22372.0,22266.0,22466.0,49.0,49.0,52.0,995.0,981.0,998.0,549.0,628.0,628.0,73.6
10,9,2018-11-13 02:17:13,2018-11-13 06:40:58,15825,,9645.0,525.0,522.0,538.0,78158.0,77765.0,80155.0,22532.0,22477.0,22644.0,55.0,54.0,55.0,987.0,979.0,988.0,627.0,705.0,638.0,79.4
9,8,2018-11-13 06:40:59,2018-11-13 06:41:12,13,,10332.0,473.0,476.0,479.0,68050.0,68625.0,68993.0,22600.0,22609.0,22762.0,58.0,52.0,56.0,964.0,949.0,947.0,843.0,632.0,663.0,79.5
8,9,2018-11-13 06:41:13,2018-11-13 06:48:00,407,,9918.0,436.0,448.0,441.0,60892.0,62524.0,61626.0,22814.0,22833.0,22971.0,58.0,51.0,54.0,954.0,951.0,935.0,843.0,631.0,663.0,78.5
9,10,2018-11-13 06:48:01,2018-11-13 06:48:18,17,,10709.0,454.0,483.0,460.0,65340.0,69464.0,66200.0,22625.0,22712.0,22795.0,63.0,53.0,54.0,937.0,955.0,919.0,843.0,645.0,663.0,77.3
10,9,2018-11-13 06:48:19,2018-11-13 06:53:00,281,,11460.0,482.0,514.0,487.0,71757.5,76545.0,72611.0,22490.0,22583.0,22674.0,66.0,55.0,56.0,933.0,956.0,914.0,838.0,664.0,663.0,77.3
9,10,2018-11-13 06:53:01,2018-11-13 07:31:32,2311,,10838.0,463.0,442.0,498.0,66727.0,63662.0,71777.0,22653.0,22573.5,22713.0,52.0,59.0,56.0,942.0,898.5,979.0,696.0,800.0,689.0,76.8
10,9,2018-11-13 07:31:33,2018-11-13 07:36:22,289,,11891.5,443.0,458.0,526.5,65895.0,68181.5,78439.0,22782.0,22662.0,22962.0,57.0,75.0,56.0,838.0,893.0,980.0,695.0,800.0,689.0,76.8
9,10,2018-11-13 07:36:23,2018-11-13 07:41:51,328,,10312.0,473.0,444.0,521.0,68259.0,64052.0,75079.0,22741.0,22583.0,22820.0,49.0,61.0,57.0,965.0,907.0,987.0,694.0,779.0,689.0,76.8
10,9,2018-11-13 07:41:52,2018-11-13 08:52:36,4244,,9687.0,527.0,528.0,529.0,78480.0,78657.0,78742.0,22552.0,22552.0,22628.0,57.0,52.0,54.0,988.0,988.0,984.0,678.0,823.0,658.0,78.5
9,8,2018-11-13 08:52:37,2018-11-13 08:53:13,36,,9675.0,500.0,476.0,472.0,71986.0,68607.0,67955.0,22733.0,22741.0,22773.0,58.0,49.0,57.0,988.0,976.0,957.0,664.0,824.0,594.0,78.5
8,7,2018-11-13 08:53:14,2018-11-13 08:54:10,56,,8708.0,474.0,450.0,456.0,66815.0,62969.0,63493.0,22857.0,22840.0,22902.0,54.0,47.0,54.0,994.0,984.0,971.0,646.0,814.0,579.0,78.5
7,6,2018-11-13 08:54:11,2018-11-13 08:54:50,39,,7931.0,454.0,429.0,435.0,61439.0,57999.0,58911.0,23006.0,22971.0,23083.0,51.0,45.0,51.0,998.0,989.0,979.0,616.0,810.0,542.0,78.5
6,7,2018-11-13 08:54:51,2018-11-13 08:57:19,148,,5574.0,402.0,421.0,422.0,52800.0,55305.0,55367.0,22353.0,22388.0,22528.0,44.0,43.0,42.0,997.0,997.0,985.0,567.0,751.0,495.0,78.0
7,8,2018-11-13 08:57:20,2018-11-13 11:07:18,7798,,5442.0,426.0,444.0,477.0,57688.0,60085.0,64556.0,22269.0,22289.0,22467.0,44.0,45.0,45.0,993.0,999.0,976.0,567.0,664.0,485.0,76.9
8,7,2018-11-13 11:07:19,2018-11-13 11:09:25,126,,7064.0,441.0,496.0,483.0,61509.0,69275.0,67465.0,22213.5,22342.0,22428.0,49.0,49.0,45.0,992.0,999.0,994.0,616.0,622.0,543.0,76.4
7,8,2018-11-13 11:09:26,2018-11-13 11:15:56,390,,6699.0,413.0,464.0,455.0,55940.0,62783.0,61549.0,22305.0,22421.0,22515.0,48.0,48.0,43.0,989.0,999.0,994.0,604.0,622.0,543.0,76.4
8,7,2018-11-13 11:15:57,2018-11-13 11:22:19,382,,6774.5,467.0,490.5,506.0,65052.5,68439.5,70629.0,22248.0,22302.5,22428.0,47.0,48.0,46.0,999.0,998.0,991.0,593.0,613.0,565.0,75.9
7,8,2018-11-13 11:22:20,2018-11-13 11:24:46,146,,6444.0,435.0,456.0,465.0,58878.0,61697.0,62868.0,22377.0,22441.0,22540.0,46.0,46.0,44.0,999.0,999.0,995.0,593.0,613.0,565.0,76.4
8,7,2018-11-13 11:24:47,2018-11-13 11:26:25,98,,6889.0,465.0,495.0,501.0,64879.0,69221.0,69882.0,22316.0,22406.0,22499.0,48.0,48.0,46.0,999.0,999.0,993.0,593.0,613.0,565.0,76.4
7,8,2018-11-13 11:26:26,2018-11-13 12:07:09,2443,,6334.0,435.0,465.0,479.0,58785.0,62956.0,64852.0,22495.0,22580.0,22701.0,45.0,46.0,45.0,999.0,999.0,987.0,585.0,580.0,565.0,76.4
8,9,2018-11-13 12:07:10,2018-11-13 12:08:09,59,,8545.0,419.0,460.0,494.5,58559.5,64290.0,69131.0,22464.0,22517.0,22706.0,47.0,57.0,48.0,963.0,971.0,993.5,625.0,594.0,604.5,76.4
9,10,2018-11-13 12:08:10,2018-11-13 12:08:43,33,,9441.0,460.0,497.5,500.0,66203.5,71614.0,72029.0,22441.0,22534.0,22641.0,55.0,55.0,50.0,960.0,977.0,991.0,653.0,594.0,634.0,76.4
10,9,2018-11-13 12:08:44,2018-11-13 13:27:13,4709,,10885.0,511.0,520.0,524.0,76070.0,77509.0,78140.0,22727.0,22726.0,22857.0,58.0,55.0,56.0,973.0,957.0,969.0,657.0,594.0,687.0,76.9
9,8,2018-11-13 13:27:14,2018-11-13 13:38:07,653,,9888.0,483.0,502.0,497.0,69509.0,72269.0,71621.0,22709.0,22747.0,22879.0,56.0,51.0,54.0,976.0,968.0,977.0,734.0,635.0,799.0,76.9
8,7,2018-11-13 13:38:08,2018-11-13 13:40:20,132,,9940.0,416.5,464.0,431.0,58164.0,64822.0,60256.0,22776.0,22881.0,22992.5,61.0,53.0,51.0,933.0,965.0,937.0,730.0,645.0,804.0,76.9
7,8,2018-11-13 13:40:21,2018-11-13 14:00:56,1235,,9052.5,421.0,404.0,426.0,56978.0,54720.0,57671.0,23051.0,22992.5,23175.5,49.0,51.0,55.0,982.0,917.0,963.0,734.0,654.0,812.0,74.3
8,7,2018-11-13 14:00:57,2018-11-13 14:03:57,180,,9318.0,454.0,467.0,467.0,63333.5,65121.0,65249.0,23022.0,22955.0,23220.0,53.0,52.0,53.0,978.0,964.0,981.0,772.0,671.0,826.0,74.3
7,6,2018-11-13 14:03:58,2018-11-13 14:11:58,480,,8966.5,409.0,435.0,423.0,55310.0,58812.0,57243.0,22959.0,23135.0,23216.0,54.0,51.0,50.0,961.5,964.0,974.0,772.0,683.5,837.5,74.3
6,5,2018-11-13 14:11:59,2018-11-13 14:12:16,17,,8668.0,346.0,404.0,367.0,45527.0,52943.0,48319.0,22872.0,23165.0,23187.0,60.0,51.0,45.0,910.0,972.0,941.0,771.0,695.0,843.0,73.8
5,6,2018-11-13 14:12:17,2018-11-13 14:14:00,103,,8139.0,309.0,373.0,333.0,39368.0,47578.0,42474.0,23050.0,23301.0,23355.0,60.0,50.0,43.0,895.0,976.0,927.0,771.0,699.0,843.0,73.6
6,7,2018-11-13 14:14:01,2018-11-13 14:14:47,46,,8478.0,350.5,380.0,386.5,46056.0,49780.0,50763.0,22997.0,23136.0,23277.5,52.5,56.0,48.0,924.5,940.0,981.5,675.0,787.5,843.0,72.8
7,6,2018-11-13 14:14:48,2018-11-13 14:17:03,135,,9347.0,349.0,418.0,389.0,47105.0,56641.0,52593.0,22918.0,23107.0,23221.0,63.0,58.0,47.0,877.0,965.0,943.0,701.0,818.0,861.0,72.7
6,5,2018-11-13 14:17:04,2018-11-13 14:18:59,115,,8417.0,357.0,384.0,382.0,46863.0,50477.0,50217.0,22929.0,23047.0,23165.0,53.0,53.0,48.0,931.0,952.0,972.0,701.0,818.0,861.0,72.2
5,6,2018-11-13 14:19:00,2018-11-13 14:19:12,12,,7708.0,339.0,353.0,360.0,43229.0,45073.0,45982.0,23017.0,23124.0,23227.5,49.0,51.0,47.0,948.0,947.5,978.5,730.0,818.0,887.0,72.3
6,5,2018-11-13 14:19:13,2018-11-13 14:20:21,68,,8274.0,371.0,380.0,397.0,48662.0,49931.0,52144.0,23027.0,23076.0,23190.0,49.0,53.0,50.0,956.0,944.0,983.0,730.0,818.0,887.0,72.2
5,6,2018-11-13 14:20:22,2018-11-13 14:27:10,408,,7648.0,340.0,342.0,371.0,43356.0,43524.0,47302.0,23104.0,23098.0,23255.0,45.0,52.0,49.0,959.0,929.0,988.0,769.0,862.0,900.0,71.2
6,7,2018-11-13 14:27:11,2018-11-13 14:28:04,53,,7832.0,389.0,377.0,402.0,51101.0,49530.0,52727.0,22968.0,22972.0,23114.0,47.0,49.0,51.0,986.0,951.0,987.0,767.0,862.0,900.0,70.6
7,8,2018-11-13 14:28:06,2018-11-13 14:29:26,80,,8392.0,424.0,410.0,436.0,57404.0,55415.0,58988.0,23004.0,23000.0,23144.0,49.0,50.0,53.0,989.0,955.0,987.0,767.0,862.0,898.0,70.6
8,9,2018-11-13 14:29:27,2018-11-13 14:31:42,135,,8809.0,455.0,437.0,465.0,63586.0,61029.0,64953.0,22821.0,22785.0,22923.0,51.0,51.0,55.0,991.0,957.0,987.0,767.0,862.0,898.0,70.6
9,10,2018-11-13 14:31:43,2018-11-13 14:52:12,1229,,9239.0,504.0,491.0,487.0,72638.0,70773.0,70143.0,22763.0,22730.0,22817.0,56.0,49.0,55.0,993.0,984.0,976.0,708.0,810.0,801.0,73.8
10,9,2018-11-13 14:52:13,2018-11-13 14:55:46,213,,10475.0,535.0,523.0,490.0,79748.0,77963.0,72980.0,22813.0,22822.0,22842.0,64.0,49.0,58.0,986.0,987.0,938.0,711.0,803.0,771.0,74.3
9,10,2018-11-13 14:55:47,2018-11-13 14:57:10,83,,9930.0,510.0,490.0,467.0,73484.0,70544.0,67299.5,22946.0,22940.5,22973.5,60.0,48.0,57.0,988.5,983.0,945.0,663.0,803.0,751.0,74.8
10,9,2018-11-13 14:57:11,2018-11-13 14:59:06,115,,11106.0,515.0,530.0,462.0,76710.0,78853.0,68924.0,22887.0,22959.0,22951.0,70.0,50.0,58.0,968.0,989.0,898.0,663.0,803.0,751.0,74.8
9,10,2018-11-13 14:59:07,2018-11-13 15:00:47,100,,10385.0,517.0,458.0,470.0,74328.0,66026.0,67565.0,23223.0,23097.0,23187.0,58.0,49.0,65.0,995.0,942.0,942.0,654.0,853.0,744.0,74.8
10,9,2018-11-13 15:00:48,2018-11-13 15:01:17,29,,11720.0,527.0,481.0,469.0,78503.0,71589.0,69632.5,23294.5,23216.0,23290.5,65.0,52.5,68.5,980.0,927.0,905.5,702.0,910.0,744.0,74.8
9,8,2018-11-13 15:01:18,2018-11-13 15:03:07,109,,11238.0,488.0,441.0,400.0,70347.0,63518.0,57709.0,23428.0,23459.0,23362.0,68.0,49.0,71.0,978.0,919.0,850.0,707.0,910.0,739.0,74.8
8,7,2018-11-13 15:03:08,2018-11-13 15:03:26,18,,10499.0,446.0,423.0,367.5,62226.0,58622.0,50788.0,23489.0,23615.5,23477.0,69.0,47.0,67.5,973.0,935.5,832.0,707.0,910.0,739.0,74.8
7,8,2018-11-13 15:03:27,2018-11-13 15:05:12,105,,9295.0,418.0,417.5,390.0,56551.0,56531.0,52751.0,23409.0,23533.5,23481.5,61.0,48.0,55.0,965.0,971.0,925.0,707.0,910.0,754.0,74.4
8,9,2018-11-13 15:05:13,2018-11-13 15:05:35,22,,9442.0,444.0,473.0,442.0,61993.0,66015.0,61682.0,23241.0,23442.0,23393.0,62.0,52.0,50.0,961.0,990.0,966.0,705.0,910.0,757.0,74.3
9,10,2018-11-13 15:05:36,2018-11-13 15:06:24,48,,10140.0,471.0,509.0,472.0,67851.0,73242.0,67981.0,23195.0,23403.0,23385.0,64.0,55.0,52.0,953.0,988.0,968.0,705.0,922.0,801.0,74.3
10,11,2018-11-13 15:06:25,2018-11-13 15:09:12,167,,11080.0,491.0,529.0,484.0,73163.0,78778.0,72152.0,23135.0,23335.0,23327.0,68.0,57.0,56.0,946.0,983.0,950.0,677.0,951.0,888.0,74.3
11,10,2018-11-13 15:09:13,2018-11-13 15:12:06,173,,12135.5,520.5,536.0,503.0,80169.0,82735.0,77563.0,23164.0,23285.0,23280.0,70.0,60.0,62.0,946.0,964.0,935.0,677.0,1017.0,950.0,74.3
10,11,2018-11-13 15:12:07,2018-11-13 15:13:01,54,,11393.0,461.0,515.0,452.0,68630.0,76775.0,67397.0,23190.0,23387.0,23368.0,74.0,59.0,56.0,923.0,983.0,913.0,675.0,1045.0,966.0,74.4
11,10,2018-11-13 15:13:02,2018-11-13 15:17:30,268,,11742.0,519.0,536.0,506.0,79967.0,82614.0,78121.0,23077.0,23188.0,23193.0,68.0,60.0,61.0,947.0,968.0,953.0,668.0,1069.0,1004.0,74.9
10,11,2018-11-13 15:17:31,2018-11-13 15:18:47,76,,11062.0,473.0,511.0,465.0,70458.0,76173.0,69335.0,23128.0,23308.0,23275.0,69.0,59.0,56.0,934.0,980.0,944.0,668.0,1089.0,1021.0,75.4
11,10,2018-11-13 15:18:48,2018-11-13 15:21:40,172,,11663.0,507.0,542.0,495.0,78161.0,83606.0,76360.0,23022.0,23208.0,23174.0,71.0,60.0,58.0,938.0,979.0,945.0,663.0,1097.0,1024.0,75.4
10,11,2018-11-13 15:21:41,2018-11-13 15:22:02,21,,10475.0,516.0,499.0,495.0,76933.0,74261.0,73764.0,23136.0,23185.0,23209.0,60.0,56.0,61.0,979.0,968.0,974.0,655.0,1098.0,1023.0,75.4
11,10,2018-11-13 15:22:03,2018-11-13 15:22:52,49,,11270.0,539.5,535.0,516.0,83174.5,82500.5,79675.5,23015.5,23103.0,23105.0,64.0,58.0,61.0,969.0,972.0,966.0,672.0,1098.0,1022.0,75.9
10,9,2018-11-13 15:22:53,2018-11-13 15:41:10,1097,,10353.0,514.0,505.0,489.0,76595.0,75236.0,72944.0,23025.0,23103.0,23086.0,62.0,55.0,59.0,976.0,975.0,971.0,655.0,1070.0,976.0,75.9
9,10,2018-11-13 15:41:11,2018-11-13 15:50:42,571,,9549.0,481.0,473.0,462.0,69353.5,68095.0,66496.5,23013.0,23025.0,23046.0,58.0,53.0,57.0,981.0,976.0,974.0,655.0,1066.0,933.0,76.4
10,9,2018-11-13 15:50:43,2018-11-13 16:17:05,1582,,10198.0,525.0,509.0,504.0,78156.0,75818.5,75106.5,22995.0,23013.0,23059.0,59.0,54.0,59.0,985.0,976.0,976.0,676.0,1026.0,865.0,76.4
9,8,2018-11-13 16:17:06,2018-11-13 16:52:24,2118,,9455.0,491.0,459.0,493.0,70797.0,66115.0,71068.0,23129.0,23022.0,23178.0,54.0,56.0,58.0,992.0,955.0,987.0,678.0,999.0,760.0,76.9
8,7,2018-11-13 16:52:25,2018-11-13 16:52:51,26,,9789.0,411.0,427.5,442.0,57411.0,59646.0,62026.0,23215.0,23184.0,23347.5,56.0,59.0,54.0,933.0,946.0,972.0,707.0,964.0,747.0,76.4
7,6,2018-11-13 16:52:52,2018-11-13 16:53:24,32,,9198.0,385.0,401.0,410.0,52131.0,54345.0,55568.0,23343.0,23319.0,23484.0,56.0,57.0,52.0,936.0,950.0,969.0,707.0,962.0,747.0,76.4
6,5,2018-11-13 16:53:25,2018-11-13 16:54:20,55,,8145.0,357.0,360.0,376.0,46871.5,47304.0,49384.0,22982.0,22957.0,23102.5,51.0,53.0,51.0,949.0,942.0,973.0,707.0,962.0,747.0,76.4
5,4,2018-11-13 16:54:21,2018-11-13 16:54:35,14,,7644.0,336.0,329.0,347.0,42770.0,41951.0,44252.5,23066.5,23025.0,23149.5,49.0,51.0,50.0,956.0,933.0,968.0,707.0,962.0,747.0,76.4
4,3,2018-11-13 16:54:36,2018-11-13 16:55:05,29,,7094.0,310.0,301.0,316.0,38433.0,37189.0,39117.0,23104.0,23068.0,23179.0,47.0,48.0,49.0,958.0,930.0,961.0,707.0,962.0,747.0,76.0
3,2,2018-11-13 16:55:06,2018-11-13 16:55:45,39,,6496.0,290.5,282.0,291.0,34836.0,33724.5,35080.0,23204.5,23172.0,23272.5,45.5,44.0,47.0,965.5,944.0,961.0,707.0,953.0,747.0,75.8
2,1,2018-11-13 16:55:46,2018-11-13 16:56:04,18,,5910.0,266.0,260.0,267.0,31172.5,30485.0,31256.5,23241.5,23232.5,23316.0,44.0,42.0,44.0,965.0,947.0,961.0,707.0,953.0,747.0,75.3
1,2,2018-11-13 16:56:05,2018-11-13 17:05:22,557,,4826.0,254.0,239.0,266.0,28977.0,27292.5,30403.0,22976.0,22915.0,23078.0,37.0,39.0,40.0,991.0,954.0,986.5,684.0,936.0,714.0,71.7
2,3,2018-11-13 17:05:23,2018-11-13 17:07:09,106,,3883.0,277.0,287.0,316.0,32466.0,33716.0,37073.0,22881.0,22878.0,23057.0,35.0,39.0,39.0,994.0,996.0,971.0,630.0,819.0,641.0,69.0
3,4,2018-11-13 17:07:10,2018-11-13 17:08:31,81,,4201.0,299.0,312.0,345.0,36028.0,37524.0,41419.0,22734.0,22724.0,22920.0,36.0,41.0,40.0,995.0,995.0,971.0,630.0,813.0,641.0,69.0
4,5,2018-11-13 17:08:32,2018-11-13 17:09:20,48,,4589.5,335.0,348.0,379.5,41540.0,43074.5,46980.5,22918.0,22917.0,23103.0,39.0,42.0,42.0,993.0,997.0,973.0,630.0,800.0,636.5,68.6
5,4,2018-11-13 17:09:21,2018-11-13 17:16:56,455,,4980.5,368.0,382.0,416.0,46835.0,48664.0,52956.0,22902.0,22902.0,23102.0,41.0,44.0,44.0,992.0,998.0,974.0,629.0,767.0,597.0,69.0
4,3,2018-11-13 17:16:57,2018-11-13 17:24:39,462,,5290.0,338.0,368.0,372.0,41852.0,45629.0,46104.0,22953.0,23000.0,23131.0,42.0,43.0,40.0,996.0,999.0,990.0,681.0,740.0,604.0,69.1
3,4,2018-11-13 17:24:40,2018-11-13 17:41:09,989,,4922.0,308.0,336.0,343.0,37184.0,40546.0,41414.5,23021.0,23069.0,23208.0,40.0,42.0,39.0,996.0,998.0,989.0,679.0,725.0,605.0,68.4
